(768, 1792, 4864),
(2304, 256, 768),
(1536, 1280, 4864),
(768, 1024, 4352),
(2304, 768, 2304),
(512, 4352, 6656),
(1280, 1024, 4864),
(768, 1024, 5376),
(4096, 512, 2048),
(1024, 2048, 7424),
(256, 6912, 4864),
(4096, 512, 3584),
(256, 7680, 5376),
(4096, 512, 1792),
(512, 4352, 6144),
(256, 7680, 1536),
(768, 3072, 2304),
(1024, 2048, 7936),
(2048, 1024, 2048),
(256, 6656, 5888),
(3072, 768, 3840),
(1280, 1792, 4096),
(2304, 1024, 3584),
(1024, 4352, 3840),
(2560, 1024, 1536),
(7168, 7168, 1280),
(2048, 1280, 5632),
(1792, 1280, 2560),
(512, 5120, 4352),
(3072, 256, 2816),
(6656, 256, 1024),
(768, 3840, 1280),
(5376, 1792, 1536),
(4096, 512, 7168),
(768, 3328, 7680),
(1024, 2816, 2560),
(1792, 256, 3072),
(7424, 5888, 1536),
(3328, 2816, 1536),
(6400, 1536, 512),
(3328, 2048, 6144),
(4096, 256, 1792),
(6912, 256, 2816),
(5888, 512, 1024),
(1280, 256, 2304),
(3328, 768, 8192),
(1024, 1024, 7424),
(3072, 1792, 2048),
(3584, 256, 2560),
(3584, 768, 3584),
(256, 2304, 6400),
(6144, 1536, 512),
(512, 4608, 8192),
(6400, 256, 5632),
(768, 3584, 6912),
(7936, 512, 1024),
(512, 5632, 1536),
(3840, 256, 5632),
(5888, 256, 5120),
(8192, 8192, 768),
(4096, 2304, 768),
(7424, 1280, 512),
(2304, 1280, 5120),
(7168, 6144, 1792),
(4608, 256, 4864),
(2560, 512, 5376),
(2304, 256, 5120),
(4608, 256, 6656),
(7424, 512, 768),
(512, 5376, 6144),
(1280, 2304, 8192),
(7936, 256, 2560),
(6656, 256, 2048),
(6912, 4352, 256),
(256, 2816, 7424),
(4096, 512, 4608),
(2048, 512, 7936),
(1536, 3840, 2560),
(3584, 1792, 5120),
(2816, 2048, 1024),
(4352, 1280, 2048),
(5888, 256, 2560),
(6400, 512, 1536),
(4864, 1792, 768),
(6656, 512, 1536),
(3328, 2816, 5120),
(768, 4864, 8192),
(4352, 1024, 768),
(4096, 1792, 3584),
(5120, 1280, 5120),
(1792, 1792, 2560),
(7424, 512, 3072),
(768, 4864, 4096),
(5120, 256, 3584),
(2560, 1280, 7424),
(512, 6144, 2048),
(1024, 3072, 2560),
(3328, 1024, 1792),
(2304, 2048, 2048),
(2304, 3328, 6912),
(2048, 1792, 7168),
(4608, 768, 1536),
(2304, 1536, 6912),
(3072, 2560, 3328),
(3584, 2048, 5376),
(3328, 1536, 1536),
(7424, 1280, 1024),
(5376, 512, 8192),
(1280, 2816, 6656),
(3584, 1280, 4608),
(768, 7424, 768),
(3328, 2816, 1024),
(1024, 3072, 3328),
(256, 2816, 7936),
(1280, 5888, 1024),
(2816, 1280, 4352),
(256, 512, 5376),
(1536, 2560, 1536),
(4608, 2048, 2304),
(1280, 1536, 7680),
(1536, 3072, 1280),
(1792, 2560, 6912),
(6144, 1024, 5376),
(1280, 4096, 1024),
(1536, 2304, 6400),
(1536, 2560, 4352),
(1792, 2560, 1280),
(2816, 1280, 6400),
(3072, 1536, 5632),
(2304, 1792, 7168),
(2048, 2048, 7680),
(3584, 1536, 4608),
(2560, 1792, 1536),
(1792, 4096, 1024),
(6400, 1536, 2816),
(6144, 768, 5120),
(1280, 256, 4096),
(6144, 768, 4608),
(7680, 768, 768),
(1024, 2560, 4864),
(2560, 1792, 7424),
(5632, 256, 7168),
(512, 6656, 6656),
(2816, 1792, 8192),
(1024, 2560, 5632),
(1024, 6912, 2816),
(4608, 1024, 5632),
(2560, 1792, 2816),
(3328, 1280, 6400),
(7680, 768, 1536),
(3584, 2048, 7680),
(256, 1536, 7680),
(4864, 768, 3840),
(2560, 1792, 7936),
(768, 5632, 6912),
(4608, 1024, 5376),
(768, 6400, 1024),
(5632, 1536, 4352),
(2304, 2304, 6912),
(768, 4608, 2304),
(6144, 1024, 4608),
(4864, 768, 5632),
(512, 5888, 5888),
(2048, 2816, 2304),
(768, 6656, 1024),
(3584, 1536, 6656),
(4864, 1280, 1792),
(1536, 256, 4352),
(1536, 2560, 6656),
(768, 4352, 7680),
(1536, 3072, 6144),
(512, 6656, 7168),
(3328, 2304, 4608),
(4864, 2048, 3840),
(1536, 2560, 6400),
(5632, 1280, 1792),
(2816, 2304, 2816),
(1536, 5120, 3584),
(6144, 768, 5888),
(3072, 1792, 2816),
(5888, 1024, 5888),
(7168, 512, 6144),
(2304, 2816, 6400),
(2304, 2560, 4352),
(1024, 3840, 7680),
(8192, 768, 3584),
(7680, 6656, 1280),
(2304, 2816, 3584),
(5632, 512, 8192),
(512, 7424, 2816),
(768, 4864, 5888),
(3072, 2816, 7680),
(3840, 1280, 2816),
(1024, 6912, 1024),
(1536, 3072, 4352),
(2816, 1536, 2816),
(768, 5376, 2816),
(8192, 1024, 1280),
(512, 7680, 2816),
(3072, 1536, 7424),
(7168, 256, 6400),
(2560, 2048, 4096),
(1792, 2560, 7936),
(768, 5376, 4608),
(4096, 1792, 2304),
(3072, 2816, 7936),
(6656, 1024, 5120),
(3328, 2304, 5376),
(7680, 7680, 1792),
(1280, 3584, 5376),
(3072, 3072, 5888),
(3328, 1536, 3328),
(1024, 4608, 3584),
(3840, 1536, 7680),
(1536, 5376, 6144),
(768, 768, 7424),
(512, 7168, 5632),
(5632, 4864, 256),
(5120, 1536, 1024),
(1280, 4352, 5120),
(3840, 1792, 7424),
(4864, 2048, 7168),
(1280, 5376, 2304),
(5888, 1280, 5120),
(4352, 3584, 256),
(2816, 3328, 7680),
(6656, 256, 7936),
(4096, 1792, 2560),
(1792, 3072, 5376),
(512, 8192, 8192),
(1536, 6144, 1024),
(256, 1280, 7168),
(4352, 7168, 256),
(7424, 768, 4864),
(2816, 2816, 2560),
(1792, 3840, 5888),
(768, 5120, 3328),
(1792, 4608, 1280),
(3328, 5120, 2048),
(4608, 1536, 2816),
(5632, 1024, 3584),
(1280, 5632, 1536),
(5376, 1536, 6144),
(1024, 8192, 768),
(1792, 5120, 3584),
(5376, 4352, 256),
(2304, 3840, 7936),
(768, 5632, 5888),
(1792, 4352, 7936),
(768, 512, 7168),
(1280, 4864, 3584),
(3328, 2304, 6912),
(3328, 512, 7680),
(2816, 2560, 5888),
(7680, 512, 7424),
(4864, 256, 7424),
(3840, 6656, 256),
(3840, 2048, 3584),
(1024, 5376, 2560),
(1792, 3840, 3840),
(2560, 3584, 3328),
(2304, 4352, 1280),
(768, 6144, 4864),
(2816, 2560, 6400),
(4608, 1536, 3328),
(2560, 3072, 2560),
(2560, 512, 7424),
(5376, 1536, 5632),
(1280, 4608, 3584),
(8192, 1536, 1536),
(1792, 4864, 6912),
(768, 6656, 7424),
(3584, 2560, 7936),
(4608, 2048, 6912),
(2048, 3840, 2560),
(6656, 1792, 1792),
(768, 6144, 4352),
(768, 6400, 7424),
(1280, 6400, 6656),
(5632, 2304, 5120),
(1536, 4352, 6400),
(6144, 8192, 256),
(1536, 6144, 4864),
(2816, 2816, 3840),
(1024, 5120, 3840),
(6400, 768, 7424),
(6656, 1024, 3328),
(6144, 1280, 3584),
(6144, 3840, 512),
(1024, 5632, 4096),
(7936, 3840, 1024),
(1024, 5120, 2304),
(4864, 1280, 7936),
(5120, 5120, 256),
(6400, 768, 7680),
(512, 5376, 7936),
(4352, 1792, 7424),
(256, 1792, 6144),
(768, 6144, 2048),
(5632, 1536, 7936),
(7424, 5376, 2048),
(768, 6912, 3328),
(3840, 1792, 6400),
(7680, 1024, 2560),
(1792, 3584, 7936),
(6400, 7168, 1280),
(1792, 4608, 7936),
(2560, 3072, 7168),
(7168, 2816, 3840),
(7424, 1024, 4352),
(4608, 7424, 256),
(7680, 1280, 6912),
(8192, 1024, 3840),
(4864, 3584, 1792),
(4352, 4608, 1280),
(1792, 4096, 5632),
(1024, 7168, 1792),
(7168, 1792, 3072),
(2560, 2560, 4352),
(6912, 7168, 1280),
(1536, 5632, 6912),
(1280, 6656, 6144),
(1024, 3584, 5888),
(1024, 7424, 5632),
(2048, 4608, 7168),
(4096, 1536, 4096),
(7424, 2048, 2048),
(1280, 5888, 3328),
(512, 8192, 6144),
(6656, 768, 4096),
(1792, 5376, 7168),
(4352, 2560, 1792),
(8192, 1024, 5120),
(1536, 5376, 4608),
(7424, 5376, 3072),
(1280, 5120, 4608),
(3584, 4864, 1792),
(6656, 1792, 2304),
(3072, 4864, 256),
(1536, 4864, 4608),
(1280, 5888, 5888),
(2048, 4096, 4608),
(6400, 2048, 1792),
(7168, 6912, 768),
(1280, 5888, 4096),
(3072, 6912, 1536),
(1792, 5120, 7936),
(5120, 6144, 256),
(2560, 8192, 256),
(1024, 5888, 5888),
(5376, 1792, 512),
(4096, 5120, 3584),
(2560, 3072, 4608),
(3072, 4352, 2048),
(1792, 4352, 8192),
(1536, 4864, 6656),
(8192, 4864, 1024),
(5632, 2816, 1792),
(6400, 5120, 1024),
(3072, 3840, 2048),
(6400, 2048, 3072),
(5120, 3840, 1792),
(1536, 6144, 5632),
(7168, 2816, 2048),
(3840, 5376, 5376),
(7424, 4352, 2048),
(6912, 3072, 2816),
(6144, 3328, 4864),
(5888, 6144, 1536),
(7424, 2816, 5632),
(1536, 6400, 7680),
(5376, 6400, 1280),
(768, 8192, 4096),
(1024, 256, 6144),
(3328, 6144, 1536),
(5888, 1792, 1280),
(5632, 7168, 2560),
(5120, 3072, 2816),
(8192, 3584, 2048),
(6912, 4608, 1280),
(4608, 2816, 6144),
(8192, 1024, 4864),
(5120, 1280, 8192),
(2048, 5120, 1024),
(6656, 3072, 5376),
(5120, 4096, 2048),
(3328, 3584, 2048),
(8192, 4352, 1792),
(5632, 2304, 5376),
(1280, 7680, 6912),
(4096, 1024, 4096),
(7936, 7680, 1024),
(1280, 7680, 5632),
(4352, 3840, 512),
(2816, 7424, 3584),
(6912, 6912, 1792),
(7936, 1024, 6656),
(7936, 3584, 1280),
(7936, 3072, 5120),
(2304, 5376, 1792),
(3328, 4608, 2048),
(5632, 3328, 2816),
(1024, 8192, 7424),
(5376, 2560, 2304),
(6400, 5120, 256),
(6400, 4096, 1024),
(4864, 5120, 768),
(6400, 2304, 3840),
(7424, 2048, 2304),
(2816, 3584, 1280),
(7168, 3072, 2304),
(5632, 2304, 2816),
(4352, 2560, 1024),
(7424, 1024, 6144),
(2304, 5888, 1024),
(6912, 3072, 5632),
(3584, 5632, 2816),
(8192, 7680, 1536),
(5888, 2560, 768),
(3328, 6400, 4864),
(512, 1024, 5632),
(4608, 2304, 2560),
(6656, 1536, 5376),
(3328, 8192, 768),
(7936, 2048, 3584),
(3840, 5632, 1280),
(7680, 6912, 1280),
(2560, 5888, 1792),
(3328, 3840, 2304),
(6912, 3328, 2048),
(6144, 4864, 1536),
(5120, 7168, 1280),
(3072, 4608, 2048),
(3072, 5888, 512),
(5888, 2048, 4608),
(4096, 3840, 1792),
(4608, 3840, 4352),
(5120, 3072, 4352),
(6144, 6144, 256),
(3840, 3328, 5120),
(7680, 1792, 4864),
(4864, 3072, 4864),
(6400, 6656, 3584),
(6912, 5888, 4352),
(4096, 7936, 256),
(5120, 2816, 3584),
(7168, 7424, 2048),
(4608, 3328, 4608),
(5888, 3328, 4352),
(2304, 6656, 2816),
(8192, 1792, 3328),
(5376, 3328, 3840),
(3584, 3584, 768),
(6912, 2560, 1792),
(5632, 3584, 7424),
(3840, 3328, 3328),
(256, 256, 6144),
(6144, 5120, 2560),
(7680, 2304, 4352),
(6144, 4608, 1792),
(3840, 5376, 6400),
(2304, 8192, 2816),
(4864, 3072, 5376),
(5632, 3072, 4608),
(7680, 5632, 3072),
(5376, 7168, 1792),
(5376, 6656, 2048),
(6144, 3840, 3840),
(8192, 5376, 3328),
(1792, 6400, 4352),
(4864, 3072, 2816),
(8192, 5376, 5632),
(6400, 3072, 3840),
(7680, 6912, 2816),
(3584, 3328, 3584),
(3584, 2816, 2816),
(5888, 2560, 3840),
(7424, 3840, 1024),
(5632, 2816, 768),
(7168, 5376, 2816),
(2304, 4608, 2816),
(4864, 4352, 4608),
(3840, 3584, 6144),
(2304, 5888, 4608),
(6912, 2560, 5632),
(5888, 3584, 1536),
(6400, 6656, 3328),
(2304, 5376, 5120),
(7168, 3840, 5120),
(6912, 4608, 2560),
(4864, 3072, 6656),
(7936, 8192, 1280),
(5376, 5120, 2560),
(7168, 3328, 6656),
(5888, 4864, 2560),
(7168, 3328, 4864),
(1024, 1280, 6144),
(2816, 6400, 3072),
(2048, 6400, 2816),
(5888, 8192, 1024),
(4096, 2560, 6400),
(3072, 3584, 2816),
(6400, 7680, 1792),
(6144, 7936, 2816),
(2560, 7168, 2560),
(6656, 2816, 5376),
(5120, 8192, 2560),
(7424, 3840, 2816),
(5376, 2048, 2816),
(3840, 5888, 1536),
(5632, 3840, 4864),
(2560, 7424, 3328),
(3072, 5632, 3072),
(7168, 4096, 3072),
(3072, 4864, 4096),
(6656, 4608, 2560),
(7936, 1024, 4096),
(7680, 6656, 3840),
(4096, 2560, 6912),
(3584, 4608, 3584),
(5376, 7936, 2816),
(7168, 3584, 7168),
(3840, 7936, 2816),
(7168, 5888, 3584),
(7424, 5120, 2560),
(4096, 3072, 4096),
(6144, 6912, 768),
(4352, 2560, 7680),
(2304, 6400, 4352),
(3840, 7168, 1280),
(5376, 3840, 7680),
(6912, 5888, 3840),
(5632, 4864, 5120),
(2816, 3840, 4608),
(4096, 4096, 4352),
(7168, 5120, 2560),
(6656, 2816, 6912),
(3328, 3584, 5376),
(3584, 2816, 3840),
(3328, 3072, 2560),
(6912, 7680, 512),
(5120, 2816, 7168),
(5632, 5888, 3328),
(3584, 3584, 3328),
(7424, 3584, 5120),
(6912, 5888, 7680),
(4096, 3328, 768),
(3840, 3072, 512),
(5632, 8192, 3584),
(3328, 4608, 2816),
(2560, 6656, 768),
(2816, 6912, 4096),
(4352, 3840, 5632),
(5120, 7424, 3584),
(3072, 5632, 3584),
(5120, 5376, 3840),
(5120, 6656, 256),
(5888, 7424, 3584),
(6912, 2048, 6656),
(4608, 2560, 7424),
(1792, 7424, 4864),
(2816, 6656, 3584),
(7168, 6656, 3328),
(3072, 5120, 5376),
(2048, 5376, 4096),
(3328, 3072, 5376),
(2560, 5376, 3328),
(4864, 6912, 3328),
(6912, 5376, 3840),
(2304, 5120, 1024),
(2816, 5888, 4352),
(5888, 2816, 7680),
(6400, 3584, 5632),
(3840, 5120, 4352),
(3328, 3584, 3584),
(5376, 5376, 3328),
(2560, 6400, 4864),
(8192, 6400, 7680),
(7936, 1280, 3584),
(7936, 5632, 6912),
(5120, 3328, 6912),
(5376, 6656, 2560),
(6144, 5632, 2560),
(6144, 4096, 7424),
(3328, 4096, 8192),
(8192, 5632, 2560),
(7936, 3840, 4864),
(6912, 4608, 3072),
(7680, 3840, 2560),
(5888, 7680, 6144),
(3840, 5376, 6656),
(7424, 5888, 4352),
(4096, 8192, 2816),
(6144, 4608, 1280),
(4608, 3328, 7680),
(7424, 5888, 5376),
(5376, 7168, 2816),
(5632, 3072, 5120),
(6656, 2560, 8192),
(5376, 7936, 4096),
(6656, 4096, 3840),
(7936, 4096, 512),
(3072, 6400, 7424),
(3072, 6400, 6912),
(7424, 3328, 1024),
(5888, 3840, 3584),
(5376, 4352, 5376),
(3840, 3328, 5632),
(2048, 5376, 7168),
(8192, 3840, 5376),
(1792, 7936, 3840),
(4608, 5888, 5632),
(5376, 6656, 2816),
(5632, 8192, 2304),
(6656, 4864, 4864),
(5888, 3072, 7168),
(7936, 2048, 5632),
(6144, 2304, 4096),
(2560, 7936, 7680),
(4864, 3072, 7424),
(7936, 4608, 4608),
(4864, 5376, 6400),
(3072, 4096, 4096),
(7680, 2048, 3840),
(6144, 6656, 5376),
(7424, 4096, 3584),
(6656, 5376, 5632),
(5632, 8192, 5376),
(5888, 3584, 7680),
(2304, 5888, 3328),
(7424, 3840, 6656),
(5120, 3072, 6912),
(7424, 5376, 1536),
(2304, 5632, 3328),
(4608, 5120, 2048),
(2304, 4352, 7936),
(5888, 4864, 5888),
(4096, 5888, 1024),
(5632, 6656, 3328),
(2816, 4096, 3584),
(6912, 4352, 6656),
(6912, 4864, 5376),
(7936, 5888, 5888),
(5632, 4864, 4608),
(4864, 4096, 2304),
(4096, 6912, 3328),
(2816, 4096, 4864),
(3328, 7936, 3328),
(3328, 5888, 7424),
(6400, 4096, 7680),
(5632, 5120, 5632),
(6144, 4864, 5632),
(6144, 3072, 6656),
(6912, 4352, 3840),
(5888, 4352, 8192),
(2304, 6144, 2560),
(2560, 5888, 5632),
(5376, 5120, 5632),
(2816, 5120, 6912),
(5376, 4864, 1280),
(2304, 5120, 4864),
(3840, 6912, 5120),
(7680, 4352, 6912),
(5632, 5376, 5632),
(7936, 6656, 6656),
(2560, 7168, 768),
(1536, 7424, 6144),
(7936, 3840, 7680),
(6656, 6912, 5632),
(5120, 3328, 512),
(3840, 7168, 4352),
(4352, 5120, 6400),
(4864, 3584, 7936),
(2048, 7424, 5120),
(1792, 6656, 5632),
(6144, 6912, 6400),
(5632, 7936, 4608),
(5120, 4352, 6912),
(7424, 3840, 7936),
(8192, 7680, 5376),
(2048, 6912, 4352),
(5632, 5632, 4352),
(2816, 7936, 4352),
(4096, 4864, 3584),
(5888, 7936, 4608),
(2816, 5632, 5120),
(7936, 6400, 7168),
(3328, 7168, 2560),
(4096, 4864, 1280),
(7680, 5376, 6144),
(3328, 5120, 5376),
(7168, 3584, 5888),
(6400, 7936, 7424),
(7424, 6144, 5376),
(2816, 7936, 6656),
(7680, 5632, 7936),
(6656, 7936, 7680),
(7936, 6400, 6912),
(8192, 6656, 3840),
(3328, 5888, 8192),
(3072, 7168, 7680),
(6912, 5376, 7168),
(5632, 6912, 5632),
(7936, 7936, 7168),
(3840, 5632, 2304),
(2816, 4608, 3840),
(8192, 2048, 5376),
(4608, 7424, 5888),
(2560, 7424, 7936),
(6656, 4864, 6912),
(5120, 7168, 3328),
(6144, 4864, 512),
(4608, 5888, 2560),
(3072, 5632, 5376),
(1792, 5888, 2304),
(5376, 5120, 7680),
(2560, 4096, 4864),
(2560, 5888, 5888),
(7424, 7168, 3584),
(8192, 4608, 5888),
(6912, 7680, 6656),
(7168, 6656, 5120),
(7168, 6912, 5632),
(5376, 4352, 7424),
(3840, 6912, 4864),
(2560, 6912, 7424),
(6144, 5632, 5376),
(3840, 4096, 5376),
(6400, 5632, 5632),
(5120, 7168, 4608),
(5120, 7424, 6400),
(7424, 6144, 4352),
(6144, 7168, 3328),
(7936, 2048, 5888),
(3072, 7168, 6400),
(6144, 5120, 5888),
(7168, 6400, 7424),
(2048, 7936, 6912),
(5632, 6400, 4096),
(5888, 8192, 3328),
(7424, 6144, 1024),
(7168, 7936, 4352),
(5888, 4864, 7936),
(7168, 7424, 7936),
(4864, 5376, 768),
(6400, 4608, 6656),
(4608, 6400, 7168),
(4352, 5376, 3840),
(7680, 7680, 8192),
(1536, 6656, 3328),
(7680, 6656, 7680),
(5632, 4608, 5888),
(6912, 6912, 7424),
(4096, 7424, 6400),
(5888, 7936, 6400),
(1792, 6656, 6912),
(6144, 1792, 8192),
(4352, 5632, 2048),
(7680, 5888, 7424),
(4864, 4096, 3072),
(4352, 6656, 5632),
(4864, 6400, 7936),
(2304, 5120, 7680),
(6144, 6656, 1536),
(7424, 6912, 6400),
(4352, 7936, 7168),
(2048, 6656, 7168),
(6656, 7424, 6912),
(8192, 5632, 7424),
(7680, 6912, 7424),
(4096, 6400, 3328),
(6656, 4096, 6912),
(6912, 7424, 7424),
(5376, 5120, 4864),
(5376, 6912, 7680),
(6656, 5632, 7424),
(6656, 7424, 6400),
(7168, 4608, 512),
(3328, 4608, 6656),
(6912, 6656, 5632),
(7424, 2816, 7168),
(6400, 6656, 7680),
(7680, 2304, 4096),
(2816, 6400, 4608),
(5632, 5120, 7424),
(7680, 4608, 6912),
(7680, 4352, 6144),
(7936, 6656, 6912),
(8192, 6912, 7936),
(1792, 6912, 6656),
(6400, 7168, 4096),
(6656, 4096, 4864),
(6912, 7936, 6912),
(7424, 2048, 512),
(7936, 7168, 6400),
(5376, 6656, 5888),
(7680, 4096, 5376),
(4096, 5376, 5888),
(3840, 6400, 5376),
(8192, 6912, 7168),
(3328, 5632, 8192),
(4096, 4352, 8192),
(4864, 7936, 6144),
(6912, 5120, 7168),
(4352, 8192, 4864),
(1536, 8192, 5376),
(3584, 5376, 8192),
(7168, 5376, 4096),
(2816, 7424, 4096),
(3584, 6912, 6400),
(6912, 5376, 4096),
(8192, 6400, 6144),
(6400, 6656, 1536),
(3072, 6144, 5888),
(5376, 5632, 7680),
(6144, 7424, 7424),
(7168, 3584, 1536),
(8192, 2304, 512),
(4352, 7680, 6656),
(8192, 2048, 8192),
(6144, 7424, 7168),
(3584, 4864, 1024),
(2816, 7680, 7168),
(5120, 4608, 6912),
(6144, 5120, 7680),
(5120, 7680, 6400),
(5120, 6144, 5376),
(7936, 4352, 6144),
(2560, 8192, 7168),
(2304, 8192, 7424),
(5120, 3840, 8192),
(2048, 6144, 7680),
(6400, 7936, 8192),
(6144, 3072, 512),
(6656, 7168, 6912),
(5376, 6400, 8192),
(8192, 6656, 6144),
(3072, 7424, 6400),
(3840, 7168, 7936),
(4352, 8192, 5888),
(6656, 7680, 6400),
(5632, 6656, 7936),
(2048, 6656, 7424),
(3840, 4864, 768),
(5120, 7680, 7168),
(6400, 6144, 4608),
(2048, 6144, 5888),
(3840, 7424, 3584),
(7936, 6144, 5120),
(3840, 7680, 7936),
(2560, 6144, 6400),
(7168, 7680, 5632),
(2048, 6144, 8192),
(6912, 7936, 8192),
(6400, 8192, 7680),
(3328, 5376, 1280),
(4096, 6400, 7424),
(4352, 8192, 3328),
(4864, 5632, 5120),
(1024, 256, 7936),
(8192, 8192, 5632),
(6400, 6144, 512),
(6144, 4864, 6144),
(3840, 7680, 4096),
(6912, 7680, 7936),
(3584, 7168, 4864),
(6656, 4608, 8192),
(7424, 7168, 7936),
(6144, 5120, 6144),
(6912, 7680, 6144),
(6144, 8192, 6656),
(7936, 3328, 3072),
(6912, 5376, 768),
(6912, 5632, 6144),
(3840, 6912, 1536),
(3328, 6656, 4352),
(2816, 6144, 7936),
(3584, 6912, 3072),
(7168, 7680, 4096),
(7424, 8192, 8192),
(3840, 6656, 5888),
(8192, 6656, 8192),
(4352, 6400, 3072),
(7680, 6400, 1280),
(1536, 7424, 7936),
(4864, 8192, 5376),
(7168, 4608, 7936),
(256, 256, 5888),
(3072, 6400, 1280),
(1536, 7424, 8192),
(4864, 5376, 3072),
(1536, 7680, 8192),
(7680, 2560, 1536),
(3840, 6400, 7936),
(4864, 5632, 3072),
(5888, 4352, 6144),
(6144, 3072, 768),
(7168, 7680, 512),
(5632, 3584, 6144),
(2816, 6400, 1024),
(3584, 6656, 3328),
(4352, 7168, 1536),
(1792, 5888, 4096),
(3072, 5632, 1536),
(5888, 3072, 1024),
(4352, 5120, 4096),
(2304, 7936, 1536),
(1536, 7936, 1536),
(2304, 5376, 6144),
(4096, 6144, 6144),
(5632, 4352, 3072),
(1024, 256, 6912),
(1792, 5888, 4864),
(2304, 7680, 1280),
(1280, 8192, 6144),
(1536, 7168, 5376),
